slugTeam,dateGame,numberGameTeamSeason,isB2B,isB2BSecond,countDaysRestTeam,slugOpponent,opp_numberGameTeamSeason,opp_isB2B,opp_isB2BSecond,opp_countDaysRestTeam,locationGame,outcomeGame,act_pts,act_opp_pts,act_net_pts,pts1,fgm1,fga1,pctFG1,opp_pctFG1,fg3m1,fg3a1,pctFG31,opp_pctFG31,fg2m1,fg2a1,pctFG21,opp_pctFG21,ftm1,fta1,pctFT1,opp_pctFT1,oreb1,dreb1,treb1,ast1,stl1,blk1,tov1,pf1,wins1,losses1,pts2,fgm2,fga2,pctFG2,opp_pctFG2,fg3m2,fg3a2,pctFG32,opp_pctFG32,fg2m2,fg2a2,pctFG22,opp_pctFG22,ftm2,fta2,pctFT2,opp_pctFT2,oreb2,dreb2,treb2,ast2,stl2,blk2,tov2,pf2,wins2,losses2
MIN,12/18/2017,31,FALSE,FALSE,1,POR,30,FALSE,FALSE,1,H,W,108,107,1,1.233333333,-0.466666667,0.8,0.469667319,0.479652311,-2.566666667,-6.366666667,0.356622999,0.366742597,2.1,7.166666667,0.51124197,0.539624924,4.733333333,5.766666667,0.789189189,0.779541446,0.966666667,-0.3,0.666666667,-1.666666667,2.433333333,-0.866666667,-8.9,-3.933333333,17,13,2.137931034,0.24137931,0.310344828,0.443181818,0.441955193,0.517241379,-0.551724138,0.376388889,0.347826087,-0.275862069,0.862068966,0.470756881,0.482257126,1.137931034,-0.448275862,0.810559006,0.744292237,1.24137931,2.689655172,3.931034483,-0.24137931,-1.551724138,-0.137931034,-5.827586207,0,16,13
NYK,12/18/2017,30,FALSE,FALSE,1,CHA,30,FALSE,FALSE,1,A,L,91,109,-18,1.103448276,2.724137931,0.413793103,0.473406415,0.443492452,-3.586206897,-10.34482759,0.36809816,0.361344538,6.310344828,10.75862069,0.511319713,0.495663776,-0.75862069,-1.689655172,0.799657534,0.772511848,0.689655172,3.24137931,3.931034483,0.620689655,-1.310344828,-0.482758621,-5.275862069,0.103448276,16,13,-2.137931034,-2.344827586,-1.517241379,0.434278865,0.453474676,-2.206896552,-5.827586207,0.344640434,0.350993377,-0.137931034,4.310344828,0.471687429,0.510054845,4.75862069,8.448275862,0.725369458,0.795414462,2.172413793,0.793103448,2.965517241,-2.620689655,-0.517241379,-0.517241379,-10.20689655,-4.482758621,10,19
OKC,12/18/2017,30,FALSE,FALSE,1,DEN,30,FALSE,FALSE,2,H,W,95,94,1,1.689655172,1.344827586,6.586206897,0.433649289,0.452370782,-0.413793103,0,0.349132948,0.36300578,1.75862069,6.586206897,0.477504499,0.504742547,-0.586206897,0.689655172,0.709480122,0.758675079,3.24137931,-1.068965517,2.172413793,-0.689655172,1.724137931,0.034482759,-6.586206897,-0.137931034,14,15,0.344827586,-0.827586207,1.620689655,0.462118207,0.480598222,-0.034482759,1,0.370454545,0.384253819,-0.793103448,0.620689655,0.511273614,0.531115219,2.034482759,3.103448276,0.735202492,0.748188406,2.75862069,1,3.75862069,-0.896551724,-0.103448276,-0.206896552,-5.310344828,-2.620689655,16,13
PHI,12/18/2017,29,TRUE,FALSE,2,CHI,29,FALSE,FALSE,2,A,L,115,117,-2,-0.392857143,0.928571429,-0.964285714,0.457351747,0.441944556,0.107142857,-0.178571429,0.353499407,0.347877358,0.821428571,-0.785714286,0.511426807,0.49055454,-2.357142857,-3.142857143,0.75037594,0.750332005,1.5,4.178571429,5.678571429,4.535714286,-0.892857143,-0.892857143,-4.25,2.107142857,14,14,-7.678571429,-2.178571429,2.321428571,0.427057865,0.464210967,-0.714285714,-0.321428571,0.344497608,0.364497041,-1.464285714,2.642857143,0.469715698,0.518782383,-2.607142857,-1.964285714,0.73,0.789189189,1.428571429,-2.678571429,-1.25,-2.035714286,0,-1.035714286,-3.5,2.607142857,8,20
PHX,12/18/2017,32,FALSE,FALSE,1,DAL,31,FALSE,FALSE,1,A,W,97,91,6,-7.516129032,-2.870967742,-2.290322581,0.445911258,0.466404575,-1.903225806,-2.258064516,0.332912989,0.374275782,-0.967741935,-0.032258065,0.492244054,0.50749354,0.129032258,0.096774194,0.760896638,0.75875,0.64516129,-0.419354839,0.225806452,-2.741935484,-2.193548387,-0.161290323,-7.193548387,-0.548387097,10,21,-3.433333333,-0.6,2.4,0.438686709,0.458876221,0.933333333,2.5,0.361052632,0.36,-1.533333333,-0.1,0.485424588,0.513598988,-3.166666667,-4.1,0.770197487,0.770588235,-0.733333333,-3.666666667,-4.4,-1,-1.4,-0.966666667,-7,-0.133333333,8,22
POR,12/18/2017,30,FALSE,FALSE,1,MIN,31,FALSE,FALSE,1,A,L,107,108,-1,2.137931034,0.24137931,0.310344828,0.443181818,0.441955193,0.517241379,-0.551724138,0.376388889,0.347826087,-0.275862069,0.862068966,0.470756881,0.482257126,1.137931034,-0.448275862,0.810559006,0.744292237,1.24137931,2.689655172,3.931034483,-0.24137931,-1.551724138,-0.137931034,-5.827586207,0,16,13,1.233333333,-0.466666667,0.8,0.469667319,0.479652311,-2.566666667,-6.366666667,0.356622999,0.366742597,2.1,7.166666667,0.51124197,0.539624924,4.733333333,5.766666667,0.789189189,0.779541446,0.966666667,-0.3,0.666666667,-1.666666667,2.433333333,-0.866666667,-8.9,-3.933333333,17,13
SAS,12/18/2017,31,FALSE,FALSE,1,LAC,29,FALSE,FALSE,1,H,W,109,91,18,2.866666667,0.633333333,1.133333333,0.455374851,0.453960595,-0.533333333,-1.766666667,0.356,0.352428394,1.166666667,2.9,0.497459063,0.502375297,2.133333333,1.5,0.780889621,0.729537367,1.9,1.4,3.3,1.466666667,-0.5,2.133333333,-5.966666667,-2.133333333,20,10,-2.142857143,-0.821428571,0.571428571,0.446790541,0.459608844,-0.142857143,0.857142857,0.351874244,0.367372354,-0.678571429,-0.285714286,0.497728748,0.507424145,-0.357142857,0.071428571,0.74887218,0.766214178,0.928571429,-1.035714286,-0.107142857,-3.678571429,-0.678571429,-0.607142857,-7,-0.428571429,11,17
UTA,12/18/2017,31,FALSE,FALSE,1,HOU,29,FALSE,FALSE,1,A,L,99,120,-21,2.833333333,0.8,1.833333333,0.455425575,0.455858086,2.2,4.233333333,0.391160221,0.370179949,-1.4,-2.4,0.492376112,0.4963548,-0.966666667,-2.2,0.804713805,0.768181818,-0.233333333,-1.933333333,-2.166666667,2.666666667,1.2,0.733333333,-5.633333333,0.1,14,16,10.92857143,0.178571429,-1.142857143,0.46958741,0.461183382,5.607142857,14.78571429,0.367464905,0.361355082,-5.428571429,-15.92857143,0.578070175,0.511349306,4.964285714,5.107142857,0.796089385,0.752181501,0.857142857,2.285714286,3.142857143,0.75,1.75,0.071428571,-6.071428571,-0.428571429,24,4
CLE,12/19/2017,32,FALSE,FALSE,1,MIL,29,FALSE,FALSE,2,A,L,116,119,-3,4,-0.129032258,-3.967741935,0.484284051,0.463703704,0.387096774,0.258064516,0.381709742,0.372745491,-0.516129032,-4.225806452,0.549968173,0.517038778,3.870967742,3.064516129,0.807747489,0.735880399,-2.483870968,1.322580645,-1.161290323,-1.129032258,-0.580645161,-0.290322581,-7.032258065,-2.225806452,23,8,-0.535714286,1.714285714,1.142857143,0.479824561,0.465302491,-1.75,-1.857142857,0.355167394,0.396481732,3.464285714,3,0.533584432,0.499005964,-2.214285714,-2.428571429,0.754977029,0.769764216,-1.642857143,-2.428571429,-4.071428571,0.321428571,1.857142857,2.071428571,-7.5,2.428571429,15,13
MIL,12/19/2017,29,FALSE,FALSE,2,CLE,32,FALSE,FALSE,1,H,W,119,116,3,-0.535714286,1.714285714,1.142857143,0.479824561,0.465302491,-1.75,-1.857142857,0.355167394,0.396481732,3.464285714,3,0.533584432,0.499005964,-2.214285714,-2.428571429,0.754977029,0.769764216,-1.642857143,-2.428571429,-4.071428571,0.321428571,1.857142857,2.071428571,-7.5,2.428571429,15,13,4,-0.129032258,-3.967741935,0.484284051,0.463703704,0.387096774,0.258064516,0.381709742,0.372745491,-0.516129032,-4.225806452,0.549968173,0.517038778,3.870967742,3.064516129,0.807747489,0.735880399,-2.483870968,1.322580645,-1.161290323,-1.129032258,-0.580645161,-0.290322581,-7.032258065,-2.225806452,23,8
NOP,12/19/2017,31,FALSE,FALSE,3,WAS,31,FALSE,FALSE,1,A,L,106,116,-10,-0.866666667,0,-4.466666667,0.489660554,0.46533185,-0.166666667,-1.4,0.382647386,0.37088204,0.166666667,-3.066666667,0.547475962,0.51594533,-0.7,-0.133333333,0.746434231,0.77480315,-1.933333333,1.333333333,-0.6,2.5,-1.7,0.366666667,-4.433333333,-0.533333333,15,15,2.2,1.266666667,1.7,0.455750487,0.449880668,-0.4,-2.633333333,0.357786358,0.338785047,1.666666667,4.333333333,0.498322148,0.507237636,0.066666667,-0.166666667,0.764124294,0.755960729,-0.2,-0.5,-0.7,0.5,1,-0.433333333,-8.033333333,0.533333333,16,14
PHI,12/19/2017,30,TRUE,TRUE,0,SAC,30,TRUE,FALSE,1,H,L,95,101,-6,-0.448275862,0.896551724,-0.965517241,0.458284371,0.443239055,0.137931034,0,0.356164384,0.351598174,0.75862069,-0.965517241,0.511627907,0.490322581,-2.379310345,-3.068965517,0.749633968,0.752590674,1.586206897,4.172413793,5.75862069,4.482758621,-0.862068966,-0.827586207,-3.965517241,2.275862069,14,15,-9.482758621,-1.310344828,2.379310345,0.445306122,0.474170517,-3.275862069,-8.793103448,0.385448916,0.381798002,1.965517241,11.17241379,0.466740576,0.530405405,-3.586206897,-4,0.730452675,0.762458472,-0.448275862,-3.620689655,-4.068965517,-3.517241379,0.034482759,-0.034482759,-4.068965517,1.517241379,9,20
SAC,12/19/2017,30,TRUE,FALSE,1,PHI,30,TRUE,TRUE,0,A,W,101,95,6,-9.482758621,-1.310344828,2.379310345,0.445306122,0.474170517,-3.275862069,-8.793103448,0.385448916,0.381798002,1.965517241,11.17241379,0.466740576,0.530405405,-3.586206897,-4,0.730452675,0.762458472,-0.448275862,-3.620689655,-4.068965517,-3.517241379,0.034482759,-0.034482759,-4.068965517,1.517241379,9,20,-0.448275862,0.896551724,-0.965517241,0.458284371,0.443239055,0.137931034,0,0.356164384,0.351598174,0.75862069,-0.965517241,0.511627907,0.490322581,-2.379310345,-3.068965517,0.749633968,0.752590674,1.586206897,4.172413793,5.75862069,4.482758621,-0.862068966,-0.827586207,-3.965517241,2.275862069,14,15
WAS,12/19/2017,31,FALSE,FALSE,1,NOP,31,FALSE,FALSE,3,H,W,116,106,10,2.2,1.266666667,1.7,0.455750487,0.449880668,-0.4,-2.633333333,0.357786358,0.338785047,1.666666667,4.333333333,0.498322148,0.507237636,0.066666667,-0.166666667,0.764124294,0.755960729,-0.2,-0.5,-0.7,0.5,1,-0.433333333,-8.033333333,0.533333333,16,14,-0.866666667,0,-4.466666667,0.489660554,0.46533185,-0.166666667,-1.4,0.382647386,0.37088204,0.166666667,-3.066666667,0.547475962,0.51594533,-0.7,-0.133333333,0.746434231,0.77480315,-1.933333333,1.333333333,-0.6,2.5,-1.7,0.366666667,-4.433333333,-0.533333333,15,15
ATL,12/20/2017,31,FALSE,FALSE,1,IND,32,FALSE,FALSE,1,H,L,95,105,-10,-5.166666667,-1.833333333,-0.566666667,0.455082742,0.473581213,-1.1,-3.633333333,0.382903981,0.373831776,-0.733333333,3.066666667,0.491686461,0.533919598,-0.4,-1.033333333,0.786440678,0.766505636,-1.7,-2.833333333,-4.533333333,-2.333333333,0.6,-0.966666667,-6,-1.2,7,23,1.322580645,0.258064516,-1.451612903,0.478358209,0.467522936,-1.419354839,-5.096774194,0.389236546,0.370950888,1.677419355,3.64516129,0.516214779,0.51979638,2.225806452,1.709677419,0.7696,0.72027972,-1.193548387,0.677419355,-0.516129032,-0.935483871,1.032258065,-1,-5.35483871,-0.290322581,17,14
BKN,12/20/2017,30,FALSE,FALSE,2,SAC,31,TRUE,TRUE,0,H,L,99,104,-5,-3.827586207,-3.448275862,-2.75862069,0.440651052,0.465563678,1.965517241,7.172413793,0.340101523,0.357786358,-5.413793103,-9.931034483,0.505215124,0.511525796,1.103448276,2.344827586,0.740242261,0.767407407,-0.172413793,-1.413793103,-1.586206897,1.103448276,-1.24137931,-1.379310345,-6.586206897,-0.896551724,11,18,-8.966666667,-1.033333333,2.633333333,0.4454939,0.472380179,-3.266666667,-8.766666667,0.38038633,0.378205128,2.233333333,11.4,0.468950749,0.530144168,-3.633333333,-3.9,0.721021611,0.760383387,-0.566666667,-3.833333333,-4.4,-3.4,0.166666667,-0.033333333,-4.166666667,1.5,10,20
BOS,12/20/2017,34,TRUE,FALSE,1,MIA,31,FALSE,FALSE,1,H,L,89,90,-1,5.333333333,0.939393939,-0.515151515,0.454115076,0.440101339,2.303030303,4.303030303,0.3726647,0.346285714,-1.363636364,-4.818181818,0.502024291,0.483580508,1.151515152,1.424242424,0.768377254,0.765578635,-0.424242424,1.606060606,1.181818182,2.181818182,0.666666667,0.424242424,-6.333333333,0.121212121,26,7,-2.033333333,-0.466666667,-1.1,0.453022876,0.452640064,2.666666667,7.1,0.36743215,0.365100671,-3.133333333,-8.2,0.508053691,0.490207373,-3.766666667,-4.466666667,0.767605634,0.782051282,-1.466666667,-0.466666667,-1.933333333,0.966666667,-0.433333333,0.866666667,-3.766666667,1.8,15,15
CHA,12/20/2017,31,FALSE,FALSE,1,TOR,29,TRUE,FALSE,2,H,L,111,129,-18,-1.466666667,-2.033333333,-1.4,0.436125048,0.452335739,-1.933333333,-5.566666667,0.347424042,0.347402597,-0.1,4.166666667,0.472737186,0.509069631,4.533333333,8.033333333,0.72826087,0.795570698,2.166666667,1.033333333,3.2,-2.233333333,-0.5,-0.466666667,-9.766666667,-4.333333333,11,19,8.464285714,3.714285714,1.964285714,0.481171548,0.447965739,1.714285714,5.535714286,0.349943375,0.358516484,2,-3.571428571,0.558062376,0.488487866,-0.678571429,-1.178571429,0.785150079,0.774774775,-0.642857143,1.571428571,0.928571429,1.107142857,1.142857143,0.821428571,-6.75,2,20,8
CHI,12/20/2017,30,TRUE,FALSE,1,ORL,32,FALSE,FALSE,2,H,W,112,94,18,-7.344827586,-2.103448276,2.275862069,0.428908091,0.464919355,-0.724137931,-0.482758621,0.34837963,0.366742597,-1.379310345,2.75862069,0.470273484,0.518726592,-2.413793103,-1.862068966,0.734104046,0.787085515,1.24137931,-2.724137931,-1.482758621,-2.068965517,0,-1.034482759,-3.655172414,2.275862069,9,20,-4.161290323,-1.548387097,-2.516129032,0.461022007,0.465386009,1.096774194,3.64516129,0.370846731,0.380487805,-2.64516129,-6.161290323,0.509153318,0.501289324,-2.161290323,-1.451612903,0.736677116,0.786237189,-2.193548387,-2.064516129,-4.258064516,-1.161290323,-0.709677419,0,-4.419354839,0.806451613,11,20
DAL,12/20/2017,32,FALSE,FALSE,1,DET,31,FALSE,FALSE,2,H,W,110,93,17,-3.516129032,-0.677419355,2.612903226,0.43616208,0.458382643,0.935483871,2.806451613,0.358662614,0.361111111,-1.612903226,-0.193548387,0.483118478,0.511926606,-3.096774194,-4.129032258,0.775261324,0.770655271,-0.677419355,-3.806451613,-4.483870968,-0.838709677,-1.322580645,-0.967741935,-7.096774194,-0.35483871,8,23,0.966666667,0.5,4.2,0.447956823,0.464748784,1.066666667,1.933333333,0.382954545,0.371046229,-0.566666667,2.266666667,0.481330222,0.511543135,-1.1,-0.9,0.748251748,0.769616027,1.4,-1.8,-0.4,-2.333333333,0.9,-1.866666667,-4.9,0.933333333,17,13
DEN,12/20/2017,31,FALSE,FALSE,1,MIN,32,FALSE,FALSE,1,H,L,104,112,-8,0.3,-0.866666667,1.733333333,0.46106636,0.480626223,0.133333333,1.4,0.368593239,0.381714286,-1,0.333333333,0.511242604,0.532142857,1.9,2.9,0.733944954,0.746031746,2.733333333,1.066666667,3.8,-0.6,-0.133333333,-0.266666667,-5.2,-2.366666667,16,14,1.225806452,-0.580645161,1,0.469387755,0.481835564,-2.580645161,-6.322580645,0.35694051,0.368070953,2,7.322580645,0.510309278,0.541739638,4.967741935,6.096774194,0.789750329,0.781468531,1.064516129,-0.677419355,0.387096774,-1.838709677,2.35483871,-1.032258065,-8.903225806,-3.967741935,18,13
DET,12/20/2017,31,FALSE,FALSE,2,DAL,32,FALSE,FALSE,1,A,L,93,110,-17,0.966666667,0.5,4.2,0.447956823,0.464748784,1.066666667,1.933333333,0.382954545,0.371046229,-0.566666667,2.266666667,0.481330222,0.511543135,-1.1,-0.9,0.748251748,0.769616027,1.4,-1.8,-0.4,-2.333333333,0.9,-1.866666667,-4.9,0.933333333,17,13,-3.516129032,-0.677419355,2.612903226,0.43616208,0.458382643,0.935483871,2.806451613,0.358662614,0.361111111,-1.612903226,-0.193548387,0.483118478,0.511926606,-3.096774194,-4.129032258,0.775261324,0.770655271,-0.677419355,-3.806451613,-4.483870968,-0.838709677,-1.322580645,-0.967741935,-7.096774194,-0.35483871,8,23
GSW,12/20/2017,31,FALSE,FALSE,1,MEM,31,TRUE,FALSE,3,H,W,97,84,13,10.83333333,5,-4,0.51121423,0.433111604,1.833333333,1.133333333,0.399782135,0.352941176,3.166666667,-5.133333333,0.572541966,0.472008782,-1,-2.833333333,0.80952381,0.753602305,-2.433333333,5.933333333,3.5,7.5,-0.4,4.533333333,-2.5,2.166666667,24,6,-4.2,-0.733333333,0.033333333,0.443096234,0.452490582,-0.9,-0.366666667,0.349573691,0.377403846,0.166666667,0.4,0.492033142,0.492614001,-1.833333333,-2.766666667,0.789391576,0.774861878,-1.433333333,-1.8,-3.233333333,0.2,0.033333333,-0.333333333,-6.666666667,1.9,9,21
HOU,12/20/2017,30,FALSE,FALSE,1,LAL,29,FALSE,FALSE,1,H,L,116,122,-6,11.27586207,0.103448276,-1.586206897,0.471169687,0.461196443,5.724137931,14.82758621,0.368421053,0.359223301,-5.620689655,-16.4137931,0.580919932,0.512121212,5.344827586,5.586206897,0.798115747,0.753872633,1.068965517,2.655172414,3.724137931,1,1.448275862,0.275862069,-6.137931034,-0.724137931,25,4,-2.964285714,-0.535714286,-1.357142857,0.455706305,0.454795597,-1.464285714,-2.892857143,0.323097463,0.340963855,0.928571429,1.535714286,0.512236767,0.50991832,-0.428571429,1.464285714,0.698630137,0.76461039,0.321428571,0.035714286,0.357142857,0.428571429,-0.035714286,0.071428571,-4.285714286,1.357142857,10,18
IND,12/20/2017,32,FALSE,FALSE,1,ATL,31,FALSE,FALSE,1,A,W,105,95,10,1.322580645,0.258064516,-1.451612903,0.478358209,0.467522936,-1.419354839,-5.096774194,0.389236546,0.370950888,1.677419355,3.64516129,0.516214779,0.51979638,2.225806452,1.709677419,0.7696,0.72027972,-1.193548387,0.677419355,-0.516129032,-0.935483871,1.032258065,-1,-5.35483871,-0.290322581,17,14,-5.166666667,-1.833333333,-0.566666667,0.455082742,0.473581213,-1.1,-3.633333333,0.382903981,0.373831776,-0.733333333,3.066666667,0.491686461,0.533919598,-0.4,-1.033333333,0.786440678,0.766505636,-1.7,-2.833333333,-4.533333333,-2.333333333,0.6,-0.966666667,-6,-1.2,7,23
LAC,12/20/2017,30,FALSE,FALSE,1,PHX,33,TRUE,FALSE,1,H,W,108,95,13,-2.689655172,-0.896551724,0.620689655,0.446574225,0.460558751,-0.137931034,1,0.35046729,0.367593712,-0.75862069,-0.379310345,0.498120301,0.508400747,-0.75862069,-0.24137931,0.743024963,0.76744186,0.896551724,-1.103448276,-0.206896552,-3.586206897,-0.482758621,-0.586206897,-6.827586207,-0.275862069,11,18,-7.09375,-2.6875,-2.5,0.445830364,0.463270963,-1.875,-2.5625,0.334963325,0.371111111,-0.8125,0.0625,0.491448692,0.505035247,0.15625,0.25,0.761212121,0.7625459,0.59375,-0.15625,0.4375,-2.78125,-2.15625,-0.125,-6.96875,-0.3125,11,21
LAL,12/20/2017,29,FALSE,FALSE,1,HOU,30,FALSE,FALSE,1,A,W,122,116,6,-2.964285714,-0.535714286,-1.357142857,0.455706305,0.454795597,-1.464285714,-2.892857143,0.323097463,0.340963855,0.928571429,1.535714286,0.512236767,0.50991832,-0.428571429,1.464285714,0.698630137,0.76461039,0.321428571,0.035714286,0.357142857,0.428571429,-0.035714286,0.071428571,-4.285714286,1.357142857,10,18,11.27586207,0.103448276,-1.586206897,0.471169687,0.461196443,5.724137931,14.82758621,0.368421053,0.359223301,-5.620689655,-16.4137931,0.580919932,0.512121212,5.344827586,5.586206897,0.798115747,0.753872633,1.068965517,2.655172414,3.724137931,1,1.448275862,0.275862069,-6.137931034,-0.724137931,25,4
MEM,12/20/2017,31,TRUE,FALSE,3,GSW,31,FALSE,FALSE,1,A,L,84,97,-13,-4.2,-0.733333333,0.033333333,0.443096234,0.452490582,-0.9,-0.366666667,0.349573691,0.377403846,0.166666667,0.4,0.492033142,0.492614001,-1.833333333,-2.766666667,0.789391576,0.774861878,-1.433333333,-1.8,-3.233333333,0.2,0.033333333,-0.333333333,-6.666666667,1.9,9,21,10.83333333,5,-4,0.51121423,0.433111604,1.833333333,1.133333333,0.399782135,0.352941176,3.166666667,-5.133333333,0.572541966,0.472008782,-1,-2.833333333,0.80952381,0.753602305,-2.433333333,5.933333333,3.5,7.5,-0.4,4.533333333,-2.5,2.166666667,24,6
MIA,12/20/2017,31,FALSE,FALSE,1,BOS,34,TRUE,FALSE,1,A,W,90,89,1,-2.033333333,-0.466666667,-1.1,0.453022876,0.452640064,2.666666667,7.1,0.36743215,0.365100671,-3.133333333,-8.2,0.508053691,0.490207373,-3.766666667,-4.466666667,0.767605634,0.782051282,-1.466666667,-0.466666667,-1.933333333,0.966666667,-0.433333333,0.866666667,-3.766666667,1.8,15,15,5.333333333,0.939393939,-0.515151515,0.454115076,0.440101339,2.303030303,4.303030303,0.3726647,0.346285714,-1.363636364,-4.818181818,0.502024291,0.483580508,1.151515152,1.424242424,0.768377254,0.765578635,-0.424242424,1.606060606,1.181818182,2.181818182,0.666666667,0.424242424,-6.333333333,0.121212121,26,7
MIN,12/20/2017,32,FALSE,FALSE,1,DEN,31,FALSE,FALSE,1,A,W,112,104,8,1.225806452,-0.580645161,1,0.469387755,0.481835564,-2.580645161,-6.322580645,0.35694051,0.368070953,2,7.322580645,0.510309278,0.541739638,4.967741935,6.096774194,0.789750329,0.781468531,1.064516129,-0.677419355,0.387096774,-1.838709677,2.35483871,-1.032258065,-8.903225806,-3.967741935,18,13,0.3,-0.866666667,1.733333333,0.46106636,0.480626223,0.133333333,1.4,0.368593239,0.381714286,-1,0.333333333,0.511242604,0.532142857,1.9,2.9,0.733944954,0.746031746,2.733333333,1.066666667,3.8,-0.6,-0.133333333,-0.266666667,-5.2,-2.366666667,16,14
OKC,12/20/2017,31,FALSE,FALSE,1,UTA,32,TRUE,FALSE,1,H,W,107,79,28,1.666666667,1.366666667,6.2,0.435132032,0.451586321,-0.566666667,-0.433333333,0.347581552,0.361419069,1.933333333,6.633333333,0.480278422,0.504918033,-0.5,0.766666667,0.708520179,0.756965944,3.066666667,-1.133333333,1.933333333,-0.933333333,1.7,0.1,-6.633333333,-0.3,15,15,2.064516129,0.838709677,2.225806452,0.455642023,0.457816873,1.838709677,3.580645161,0.388412017,0.371498173,-1,-1.35483871,0.493894994,0.5,-1.451612903,-2.741935484,0.805647841,0.77147016,-0.451612903,-2.290322581,-2.741935484,2.322580645,1.387096774,0.516129032,-5.677419355,0.387096774,14,17
ORL,12/20/2017,32,FALSE,FALSE,2,CHI,30,TRUE,FALSE,1,A,L,94,112,-18,-4.161290323,-1.548387097,-2.516129032,0.461022007,0.465386009,1.096774194,3.64516129,0.370846731,0.380487805,-2.64516129,-6.161290323,0.509153318,0.501289324,-2.161290323,-1.451612903,0.736677116,0.786237189,-2.193548387,-2.064516129,-4.258064516,-1.161290323,-0.709677419,0,-4.419354839,0.806451613,11,20,-7.344827586,-2.103448276,2.275862069,0.428908091,0.464919355,-0.724137931,-0.482758621,0.34837963,0.366742597,-1.379310345,2.75862069,0.470273484,0.518726592,-2.413793103,-1.862068966,0.734104046,0.787085515,1.24137931,-2.724137931,-1.482758621,-2.068965517,0,-1.034482759,-3.655172414,2.275862069,9,20
PHX,12/20/2017,33,TRUE,FALSE,1,LAC,30,FALSE,FALSE,1,A,L,95,108,-13,-7.09375,-2.6875,-2.5,0.445830364,0.463270963,-1.875,-2.5625,0.334963325,0.371111111,-0.8125,0.0625,0.491448692,0.505035247,0.15625,0.25,0.761212121,0.7625459,0.59375,-0.15625,0.4375,-2.78125,-2.15625,-0.125,-6.96875,-0.3125,11,21,-2.689655172,-0.896551724,0.620689655,0.446574225,0.460558751,-0.137931034,1,0.35046729,0.367593712,-0.75862069,-0.379310345,0.498120301,0.508400747,-0.75862069,-0.24137931,0.743024963,0.76744186,0.896551724,-1.103448276,-0.206896552,-3.586206897,-0.482758621,-0.586206897,-6.827586207,-0.275862069,11,18
POR,12/20/2017,31,FALSE,FALSE,1,SAS,32,TRUE,FALSE,1,H,L,91,93,-2,2.033333333,0.366666667,0.066666667,0.446624804,0.442655145,0.6,-0.366666667,0.377688172,0.348344371,-0.233333333,0.433333333,0.475055432,0.48241206,0.7,-0.966666667,0.81201849,0.746312684,1.066666667,3,4.066666667,0,-1.5,0.066666667,-5.533333333,0.166666667,16,14,3.35483871,0.709677419,1.032258065,0.456396466,0.453520031,-0.516129032,-1.870967742,0.356589147,0.350961538,1.225806452,2.903225806,0.498633133,0.502587694,2.451612903,1.741935484,0.78164557,0.723183391,1.838709677,1.451612903,3.290322581,1.451612903,-0.64516129,2.064516129,-6,-2.193548387,21,10
